code;name
14071;ДСТУ 8938:2019 140х25 ст45
10786;ДСТУ 8938:2019 426х14 ст20
14688;ДСТУ 8938:2019 146х 5 ст20
12555;ДСТУ 8939:2019 377х40 ст20
10031;ДСТУ 8938:2019 108х16 ст45
10691;ДСТУ 8938:2019 108х28 ст35
6425;ГОСТ 8732 377х36 ст45
13712;ДСТУ 8938:2019 426х32 ст45
13770;ДСТУ 8938:2019 377х60 ст45
7018;ГОСТ 8732 63.5х 8 ст20
10752;ДСТУ 8938:2019 140х 6 ст20
10570;ДСТУ 8938:2019 133х10 ст20
10975;ДСТУ 8938:2019 219х18 ст20
10397;ДСТУ 8938:2019 159х18 ст35
5895;ГОСТ 8732 159х20 ст45
5949;ГОСТ 8732 168х32 ст45
12365;ДСТУ 8938:2019 63х16 ст20
14573;Труба проф. 180х180х10 стS355J2H
13766;Труба проф. 200х150х10 стQ345B
11861;ГОСТ 8734 68х12 ст20
11765;ГОСТ 8734 45х 6 ст20
10713;ДСТУ 8938:2019 114х16 ст20
7565;"Труба проф. 40х40х 4,5 ст20"
8220;Труба проф. 110х60х 4 ст20
6077;ГОСТ 8732 219х 7 ст20
13975;GB/T 8162:2018 159х10 ст20
14903;ГОСТ 8732 146х10 ст20
11218;ДСТУ 8938:2019 83х 6 ст20
8550;ПОГРУЗКА-ВИГРУЗКА
14474;ДСТУ 8938:2019 325х30 ст45
11576;ДСТУ 8938:2019 457х60 ст20
12341;ДСТУ 8938:2019 325х30 ст20
14489;ДСТУ 8938:2019 83х25 ст20
11678;ГОСТ 8734 16х 5 ст20
14131;GB/T 8162:2018 25х 4.5 ст20
5640;ГОСТ 8732 121х30 ст45
14494;ДСТУ 8938:2019 121х30 ст45
14449;ДСТУ 8938:2019 127х25 ст45
12066;ГОСТ 8732 273х14 ст20
14252;GB/T 8162:2018 51х 4 ст20
14922;ГАРЯЧА GB/T 8162:2018 57х10 ст20
7648;Труба проф. 160х100х8 ст20
11963;ГОСТ 8732 140х24 ст20
7595;Труба проф. 100х80х 8 ст20
11807;ДСТУ 8939:2019 32х 2 ст20
8241;Труба проф. 300х200х 8 ст20
12575;ДСТУ 8939:2019 57х 4.5 ст20
7741;Труба проф. 60х40х 4 ст09Г2С
8214;Труба проф. 180х75х 8 ст20
7687;Труба проф. 180х100х10 ст20
7563;Труба проф. 40х40х 3 ст20
8250;Труба проф. 180х150х12 ст20
7010;ГОСТ 8732 63.5х 3.5 ст20
9222;ГОСТ 8732 140х34 ст20
12073;ГОСТ 8732 299х14 ст20
12572;ДСТУ 8939:2019 50х12 ст20
11664;ГОСТ 8732 50х12 ст20
11774;ГОСТ 8734 50х12 ст20
5985;ГОСТ 8732 180х40 ст45
6026;ГОСТ 8732 194х35 ст45
12468;ДСТУ 8939:2019 194х35 ст45
14064;ДСТУ 8938:2019 180х36 ст45
12301;ДСТУ 8938:2019 146х20 ст45
6303;ГОСТ 8732 325х10 ст20
14195;ДСТУ 8939:2019 21х 2.5 ст20
14060;ДСТУ 8938:2019 426х40 ст20
10372;Труба проф. 42х42х 6 ст20
7532;Труба проф. 80х80х 6 ст35
11053;ДСТУ 8939:2019 22х1.5 ст20
11714;ГОСТ 8734 27х 4 ст20
7328;ГОСТ 8734 62х 4 ст20
10494;ДСТУ 8938:2019 180х10 ст20
8725;Порізка 21 резов ( зг ДКПП 25.62.20-00.00)
12298;ДСТУ 8938:2019 140х16 ст20
11046;ДСТУ 8938:2019 22х5 ст20
11465;ДСТУ 8938:2019 152х32 ст20
12472;ДСТУ 8939:2019 203х36 ст45
11730;ГОСТ 8734 32х10 ст20
14486;ДСТУ 8938:2019 76х18 ст20
7571;Труба проф. 120х100х10 ст20
7726;Труба проф. 140х80х10 ст20
11316;ДСТУ 8938:2019 377х16 ст20
12350;ДСТУ 8938:2019 377х60 ст20
14434;ДСТУ 8938:2019 219х 6 ст09Г2С
5778;ГОСТ 8732 146х12 ст20
7686;Труба проф. 180х100х 8 ст20
10792;ДСТУ 8938:2019 76х16 ст35
10898;ДСТУ 8938:2019 203х40 ст35
5843;ГОСТ 8732 152х16 ст35
10394;ДСТУ 8938:2019 140х18 ст35
14401;ДСТУ 8938:2019 127х28 ст35
13660;ДСТУ 8938:2019 273х36 ст45
11493;1ДСТУ 8938:2019 127х18 ст35
14073;ДСТУ 8938:2019 127х30 ст35
10543;ДСТУ 8938:2019 121х16 ст35
12552;ДСТУ 8939:2019 351х70 ст45
7672;Труба проф. 200х160х 8 ст20
13034;ДСТУ 8938:2019 273х60 ст20
8627;Порізка 23 резов ( зг ДКПП 25.62.20-00.00)
7260;ГОСТ 8734 48х 3 ст20
11822;ДСТУ 8939:2019 48х 3 ст20
11740;ГОСТ 8734 36х 4 ст20
12473;ДСТУ 8939:2019 203х40 ст20
9775;ДСТУ 8938:2019 351х25 ст20
12408;ДСТУ 8938:2019 108х30 ст20
11396;ДСТУ 8938:2019 38х 3.5 ст20
8254;Труба проф. 250х150х10 ст20
12119;ГОСТ 8732 426х45 ст20
14306;Порізка 60 різов ( ДКПП 25.62.20-00.00)
11544;ДСТУ 8938:2019 159х25 ст20
13745;ДСТУ 8938:2019 406х20 ст20
14016;ДСТУ 8938:2019 159х20 ст20
13848;ДСТУ 8938:2019 299х16 ст20
10806;ДСТУ 8938:2019 180х32 ст20
7785;Труба проф. 90х50х6 ст20
11159;Труба проф. 160х90х 6 ст09Г2С
13726;Труба проф. 200х200х12 ст09Г2С
14001;GB/T 8162:2018 54х10 ст20
6537;ГОСТ 8732 102х 4 ст20
12406;ДСТУ 8939:2019 108х25 ст45
7613;Труба проф. 80х60х 5 ст20
7617;Труба проф. 80х60х 5 ст35
6231;ГОСТ 8732 273х30 ст35
7504;Труба проф. 180х180х12 ст20
8251;Труба проф. 250х150х 8 ст09Г2С
7556;Труба проф. 50х50х 4 ст35
15115;ДСТУ 8938:2019 219х50 ст20
11095;ДСТУ 8938:2019 102х20 ст35
14909;ГАРЯЧА GB/T 8162:2018 70х 4 ст20
12476;ДСТУ 8939:2019 203х50 ст45
8692;Порізка 38 різов   (ДКПП 25.62.20-00.00)
7471;Труба проф. 140х140х10 ст20
6000;ГОСТ 8732 194х10 ст20
7722;Труба проф. 140х80х 8 ст09Г2С
14827;ГАРЯЧА GB/T 8162:2018 108х 5 ст20
11995;ГОСТ 8732 159х20 ст45
12614;ДСТУ 8939:2019 83х18 ст45
13786;ДСТУ 8938:2019 102х18 ст20
7525;Труба проф. 80х80х 4 ст20
12362;ДСТУ 8938:2019 530х20 ст20
6273;ГОСТ 8732 299х40 ст20
14426;ДСТУ 8938:2019 299х40 ст20
14423;GB/T 8162:2018 85х 4 ст20
11049;ДСТУ 8939:2019 14х 1.5 ст20
5682;ГОСТ 8732 127х14 ст45
10880;ДСТУ 8938:2019 89х10 ст45
14240;Труба проф. 180х140х 8 стQ345B
14460;Труба проф. 200х160х 8 стS355J2H
12580;ДСТУ 8939:2019 60х 3.5 ст20
10831;ДСТУ 8939:2019 89х14 ст20
11887;ДСТУ 8939:2019 108х18 ст20
12154;ГОСТ 8732 57х12 ст20
14377;ГОСТ 8732 146х 6 ст20
13652;ДСТУ 8938:2019 325х25 ст20
11784;ДСТУ 8939:2019 12х 2 ст20
13794;ДСТУ 8939:2019 16х 3 ст20
10541;ДСТУ 8938:2019 89х 5 ст09Г2С
12998;Труба проф. 80х80х 8 стQ345B
6083;ГОСТ 8732 219х12 ст20
11561;ДСТУ 8938:2019 299х45 ст45
10545;ДСТУ 8938:2019 406х12 ст20
12093;ГОСТ 8732 377х14 ст20
8054;Труба проф. 180х120х 8 ст20
10934;Труба проф. 100х80х 4 ст20
6397;ГОСТ 8732 377х20 ст20
13560;ДСТУ 8938:2019 108х25 ст35
12381;ДСТУ 8938:2019 89х 8 ст20
6872;ГОСТ 8732 60х 3.5 ст20
7492;Труба проф. 160х160х 8 ст20
12251;ГОСТ 8734 63х10 ст20
10476;Труба проф. 140х80х 4 ст20
12329;ДСТУ 8938:2019 245х60 ст20
10778;ДСТУ 8938:2019 273х60 ст45
7586;Труба проф. 120х60х10 ст20
14276;GB/T 8162:2018 57х 3.5 ст20
10733;ДСТУ 8938:2019 273х50 ст20
7533;Труба проф. 80х80х 8 ст35
11282;ДСТУ 8938:2019 38х 5 ст20
7628;Труба проф. 70х50х 5 ст09Г2С
12963;ДСТУ 8938:2019 146х30 ст45
11712;ГОСТ 8734 27х 3.2 ст20
11998;ГОСТ 8732 168х 8 ст20
14740;ГОСТ 8732 168х 8 ст20
12247;ГОСТ 8734 63х 4 ст20
8237;Труба проф. 240х120х8 ст20
14906;ГАРЯЧА  GB/T 8162:2018 60х 4 ст20
11103;ДСТУ 8938:2019 159х 6 ст09Г2С
